"product","total_quantity_sold","total_orders","profit_margin","turnover_ratio"
"Xerox 1991","26","6","0.44285714285714285714","4.333333333333333"
"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack","13","3","0.36203703703703703704","4.333333333333333"
"Things To Do Today Spiral Book","13","3","0.36250000000000000000","4.333333333333333"
"SmartStand Mobile Device Holder, Assorted Colors","13","3","0.13333333333333333333","4.333333333333333"
"Avery Hanging File Binders","26","6","0.20677966101694915254","4.333333333333333"
"Acme Galleria Hot Forged Steel Scissors with Colored Handles","13","3","0.25564516129032258065","4.333333333333333"
"Acme Design Stainless Steel Bent Scissors","13","3","0.27000000000000000000","4.333333333333333"
"Newell 328","13","3","0.26000000000000000000","4.333333333333333"
"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive","13","3","0.02500000000000000000","4.333333333333333"
"Ibico EPK-21 Electric Binding System","13","3","0.21071428571428571429","4.333333333333333"
"File Shuttle I and Handi-File","13","3","0.19576271186440677966","4.333333333333333"
"3-ring staple pack","26","6","0.39642857142857142857","4.333333333333333"
"Jabra SPEAK 410 Multidevice Speakerphone","13","3","0.00510204081632653061","4.333333333333333"
"Peel & Seel Recycled Catalog Envelopes, Brown","26","6","0.42982456140350877193","4.333333333333333"
"Cisco 8x8 Inc. 6753i IP Business Phone System","26","6","0.03163265306122448980","4.333333333333333"
"Eldon Wave Desk Accessories","61","14","0.37116034941701345930","4.357142857142857"
"Acco 6 Outlet Guardian Premium Surge Suppressor","35","8","0.13973063973063973064","4.375"
"Avery 518","35","8","0.46153846153846153846","4.375"
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","35","8","0.10349601938386985116","4.375"
"WD My Passport Ultra 2TB Portable External Hard Drive","35","8","0.12500000000000000000","4.375"
"Global Deluxe High-Back Manager's Chair","35","8","0.17986798679867986799","4.375"
"Kingston Digital DataTraveler 16GB USB 2.0","57","13","0.13539325842696629213","4.384615384615385"
"Longer-Life Soft White Bulbs","44","10","0.38823529411764705882","4.4"
"Hunt PowerHouse Electric Pencil Sharpener, Blue","44","10","0.27699530516431924883","4.4"
"Executive Impressions 10"" Spectator Wall Clock","22","5","0.34000000000000000000","4.4"
"O'Sullivan Plantations 2-Door Library in Landvery Oak","22","5","-0.26057298772169167804","4.4"
"Jabra Supreme Plus Driver Edition Headset","22","5","0.12000000000000000000","4.4"
"XtraLife ClearVue Slant-D Ring Binders by Cardinal","22","5","-0.18279569892473118280","4.4"
"O'Sullivan 3-Shelf Heavy-Duty Bookcases","22","5","0.13142857142857142857","4.4"
"Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders","22","5","0.30459770114942528736","4.4"
"Aluminum Document Frame","22","5","0.23000000000000000000","4.4"
"White Envelopes, White Envelopes with Clear Poly Window","22","5","0.43428571428571428571","4.4"
"Xerox 1939","22","5","0.48000000000000000000","4.4"
"Avery 513","22","5","0.36808510638297872340","4.4"
"Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)","22","5","0.00576923076923076923","4.4"
"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost","22","5","0.08333333333333333333","4.4"
"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box","22","5","0.29809523809523809524","4.4"
"Large Capacity Hanging Post Binders","22","5","-0.07027027027027027027","4.4"
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags","22","5","0.15208333333333333333","4.4"
"Tennsco Lockers, Sand","22","5","0.13814432989690721649","4.4"
"Hon Olson Stacker Stools","44","10","0.15744680851063829787","4.4"
"GBC ProClick 150 Presentation Binding System","22","5","-0.14313725490196078431","4.4"
"GBC White Gloss Covers, Plain Front","31","7","0.11666666666666666667","4.428571428571429"
"GBC ProClick Punch Binding System","31","7","0.35731707317073170732","4.428571428571429"
"O'Sullivan 2-Door Barrister Bookcase in Odessa Pine","31","7","0.11592592592592592593","4.428571428571429"
"Peel-Off China Markers","31","7","0.38000000000000000000","4.428571428571429"
"SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card","31","7","-0.14724409448818897638","4.428571428571429"
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","31","7","0.13200000000000000000","4.428571428571429"
"Global Stack Chair with Arms, Black","31","7","0.15559701492537313433","4.428571428571429"
"DAX Wood Document Frame","40","9","0.26436781609195402299","4.444444444444445"
"Xerox 1919","40","9","0.46596858638743455497","4.444444444444445"
"Xerox 1909","40","9","0.41304347826086956522","4.444444444444445"
"Maxell 4.7GB DVD-R","49","11","0.33387096774193548387","4.454545454545454"
"Newell 312","49","11","0.14676616915422885572","4.454545454545454"
"Tensor Computer Mounted Lamp","36","8","0.27000000000000000000","4.5"
"Peel & Seel Envelopes","18","4","0.42222222222222222222","4.5"
"Jackery Bar Premium Fast-charging Portable Charger","18","4","0.41153846153846153846","4.5"
"Fellowes PB300 Plastic Comb Binding Machine","27","6","0.31201923076923076923","4.5"
"O'Sullivan Cherrywood Estates Traditional Barrister Bookcase","9","2","-0.07307692307692307692","4.5"
"DMI Eclipse Executive Suite Bookcases","27","6","0.00816326530612244898","4.5"
"Fellowes Super Stor/Drawer","18","4","0.14186046511627906977","4.5"
"Xerox 1954","18","4","0.38125000000000000000","4.5"
"24-Hour Round Wall Clock","27","6","0.36926229508196721311","4.5"
"12-1/2 Diameter Round Wall Clock","36","8","0.16521739130434782609","4.5"
"Contemporary Wood/Metal Frame","18","4","0.02500000000000000000","4.5"
"Newell 334","27","6","0.25447761194029850746","4.5"
"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","9","2","-0.59230769230769230769","4.5"
"Bevis Oval Conference Table, Walnut","36","8","-0.12330827067669172932","4.5"
"Newell 336","18","4","0.20125000000000000000","4.5"
"Xerox 208","9","2","0.44285714285714285714","4.5"
"Self-Adhesive Address Labels for Typewriters with Dispenser Box","9","2","0.33750000000000000000","4.5"
"GBC DocuBind P400 Electric Binding System","27","6","-0.10454545454545454545","4.5"
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","18","4","0.26363636363636363636","4.5"
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box","36","8","0.45680473372781065089","4.5"
"Newell 340","9","2","0.29000000000000000000","4.5"
"GBC Imprintable Covers","36","8","0.16545454545454545455","4.5"
"Lexmark MX611dhe Monochrome Laser Printer","18","4","-0.27272727272727272727","4.5"
"Serrated Blade or Curved Handle Hand Letter Openers","9","2","-0.17236842105263157895","4.5"
"LG Electronics Tone+ HBS-730 Bluetooth Headset","18","4","0.14736842105263157895","4.5"
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black","18","4","0.31600000000000000000","4.5"
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack","27","6","-0.10454545454545454545","4.5"
"Belkin QODE FastFit Bluetooth Keyboard","9","2","0.03250000000000000000","4.5"
"Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener","9","2","0.30000000000000000000","4.5"
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink","9","2","0.37000000000000000000","4.5"
"Hon 2111 Invitation Series Corner Table","18","4","-0.12800000000000000000","4.5"
"Avery 478","18","4","0.49000000000000000000","4.5"
"Ultra Door Pull Handle","27","6","0.28214285714285714286","4.5"
"BlackBerry Q10","27","6","0.17682926829268292683","4.5"
"Samsung Convoy 3","9","2","-0.04516129032258064516","4.5"
"Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection","27","6","0.06029411764705882353","4.5"
"OtterBox Commuter Series Case - Samsung Galaxy S4","18","4","-0.14545454545454545455","4.5"
"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad","9","2","0.45581395348837209302","4.5"
"Logitech G19 Programmable Gaming Keyboard","36","8","0.16610169491525423729","4.5"
"Tennsco Regal Shelving Units","18","4","-0.00344827586206896552","4.5"
"Okidata MB491 Multifunction Printer","9","2","-0.15263157894736842105","4.5"
"Howard Miller 13"" Diameter Goldtone Round Wall Clock","27","6","0.28243243243243243243","4.5"
"Xerox 1998","9","2","0.35000000000000000000","4.5"
"Griffin GC17055 Auxiliary Audio Cable","27","6","0.11636363636363636364","4.5"
"Ames Color-File Green Diamond Border X-ray Mailers","18","4","0.41111111111111111111","4.5"
"Xerox Color Copier Paper, 11"" x 17"", Ream","27","6","0.43923076923076923077","4.5"
"Avery 475","18","4","0.50000000000000000000","4.5"
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room","18","4","0.43000000000000000000","4.5"
"Eldon 100 Class Desk Accessories","18","4","-0.13333333333333333333","4.5"
"Hoover Portapower Portable Vacuum","18","4","0.02173913043478260870","4.5"
"Luxo Adjustable Task Clamp Lamp","18","4","0.23448275862068965517","4.5"
"Plantronics Audio 995 Wireless Stereo Headset","18","4","0.30689655172413793103","4.5"
"Plantronics Cordless Phone Headset with In-line Volume - M214C","27","6","0.24192307692307692308","4.5"
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","27","6","-0.02439024390243902439","4.5"
"Catalog Binders with Expanding Posts","36","8","-0.22222222222222222222","4.5"
"Xerox 1931","36","8","0.42222222222222222222","4.5"
"Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","18","4","-0.11355932203389830508","4.5"
"BIC Liqua Brite Liner","27","6","0.30880000000000000000","4.5"
"Newell 327","18","4","0.27000000000000000000","4.5"
"Performers Binder/Pad Holder, Black","36","8","0.17431192660550458716","4.5"
"Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center","9","2","0.29000000000000000000","4.5"
"Staples in misc. colors","86","19","0.25908206143538591347","4.526315789473684"
"Wilson Jones Turn Tabs Binder Tool for Ring Binders","59","13","0.27590909090909090909","4.538461538461538"
"Acco Six-Outlet Power Strip, 4' Cord Length","41","9","0.23768844221105527638","4.555555555555555"
"Logitech P710e Mobile Speakerphone","41","9","0.16136363636363636364","4.555555555555555"
"Motorola HK250 Universal Bluetooth Headset","41","9","-0.10994475138121546961","4.555555555555555"
"Xerox 1988","41","9","0.36657303370786516854","4.555555555555555"
"Ibico Plastic and Wire Spiral Binding Combs","41","9","0.10364372469635627530","4.555555555555555"
"Cardinal HOLDit! Binder Insert Strips,Extra Strips","41","9","0.03194444444444444444","4.555555555555555"
"Fellowes Basic Home/Office Series Surge Protectors","41","9","0.13363095238095238095","4.555555555555555"
"Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back","32","7","0.10671378091872791519","4.571428571428571"
"Prang Colored Pencils","32","7","0.42857142857142857143","4.571428571428571"
"Rogers Profile Extra Capacity Storage Tub","32","7","0.00903225806451612903","4.571428571428571"
"Avery Recycled Flexi-View Covers for Binding Systems","32","7","-0.35284552845528455285","4.571428571428571"
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages","32","7","0.42105263157894736842","4.571428571428571"
"Vtech CS6719","32","7","0.15912408759124087591","4.571428571428571"
"#10 White Business Envelopes,4 1/8 x 9 1/2","32","7","0.45641025641025641026","4.571428571428571"
"Boston School Pro Electric Pencil Sharpener, 1670","32","7","0.17163120567375886525","4.571428571428571"
"Xerox 1906","32","7","0.45290322580645161290","4.571428571428571"
"Xerox 1908","32","7","0.46666666666666666667","4.571428571428571"
"Newell 317","32","7","0.16470588235294117647","4.571428571428571"
"Newell 347","32","7","0.23758389261744966443","4.571428571428571"
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D","23","5","0.02000000000000000000","4.6"
"Xerox 1905","23","5","0.47079646017699115044","4.6"
"Wilson Jones 1"" Hanging DublLock Ring Binders","46","10","-0.07264573991031390135","4.6"
"Office Impressions End Table, 20-1/2""H x 24""W x 20""D","23","5","-0.01151832460732984293","4.6"
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood","23","5","0.29000000000000000000","4.6"
"Newell 318","23","5","0.23333333333333333333","4.6"
"Metal Folding Chairs, Beige, 4/Carton","23","5","0.16881188118811881188","4.6"
"Hon Mobius Operator's Chair","23","5","0.18454545454545454545","4.6"
"Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base","23","5","0.07500000000000000000","4.6"
"Plastic Binding Combs","23","5","0.31516853932584269663","4.6"
"DAX Natural Wood-Tone Poster Frame","23","5","0.24123711340206185567","4.6"
"Google Nexus 5","23","5","0.18632075471698113208","4.6"
"SAFCO Boltless Steel Shelving","46","10","-0.10000000000000000000","4.6"
"Imation 30456 USB Flash Drive 8GB","23","5","0.05535714285714285714","4.6"
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red","37","8","-0.21856287425149700599","4.625"
"White Computer Printout Paper by Universal","37","8","0.42818181818181818182","4.625"
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","37","8","0.45266272189349112426","4.625"
"Fellowes Stor/Drawer Steel Plus Storage Drawers","37","8","0.02303370786516853933","4.625"
"Acrylic Self-Standing Desk Frames","37","8","0.34829545454545454545","4.625"
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2","14","3","0.28000000000000000000","4.666666666666667"
"Sanford Pocket Accent Highlighters","14","3","0.43000000000000000000","4.666666666666667"
"Newell 323","14","3","0.17777777777777777778","4.666666666666667"
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow","14","3","0.44000000000000000000","4.666666666666667"
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","28","6","0.44626865671641791045","4.666666666666667"
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""","28","6","0.06097560975609756098","4.666666666666667"
"Ricoh - Ink Collector Unit for GX3000 Series Printers","14","3","0.07927927927927927928","4.666666666666667"
"Wilson Jones Impact Binders","42","9","0.17615384615384615385","4.666666666666667"
"Round Ring Binders","28","6","-0.03055555555555555556","4.666666666666667"
"Newell 349","14","3","0.23538461538461538462","4.666666666666667"
"Dana Halogen Swing-Arm Architect Lamp","28","6","0.25882352941176470588","4.666666666666667"
"Jawbone JAMBOX Wireless Bluetooth Speaker","14","3","0.43125000000000000000","4.666666666666667"
"Zebra GX420t Direct Thermal/Thermal Transfer Printer","14","3","0.08807339449541284404","4.666666666666667"
"High-Back Leather Manager's Chair","42","9","-0.04141689373297002725","4.666666666666667"
"Bush Westfield Collection Bookcases, Dark Cherry Finish","14","3","-0.15000000000000000000","4.666666666666667"
"Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink","14","3","0.21000000000000000000","4.666666666666667"
"Deflect-o EconoMat Nonstudded, No Bevel Mat","14","3","0.17647058823529411765","4.666666666666667"
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black","14","3","0.13274336283185840708","4.666666666666667"
"Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)","28","6","0.01176470588235294118","4.666666666666667"
"Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room","14","3","0.39000000000000000000","4.666666666666667"
"Canvas Sectional Post Binders","28","6","0.13975903614457831325","4.666666666666667"
"Sauder Cornerstone Collection Library","14","3","-0.25192307692307692308","4.666666666666667"
"Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210","28","6","0.23357664233576642336","4.666666666666667"
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11","14","3","0.45441176470588235294","4.666666666666667"
"Xerox 1971","28","6","0.42105263157894736842","4.666666666666667"
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack","14","3","0.13750000000000000000","4.666666666666667"
"Avery Heavy-Duty EZD  Binder With Locking Rings","28","6","0.26464646464646464646","4.666666666666667"
"Staples","215","46","0.38678518008656862615","4.673913043478261"
"Chromcraft Round Conference Tables","61","13","-0.02314225053078556263","4.6923076923076925"
"GBC Twin Loop Wire Binding Elements","47","10","0.24920127795527156550","4.7"
"Advantus Plastic Paper Clips","47","10","0.45688888888888888889","4.7"
"Xerox 1895","33","7","0.43281250000000000000","4.714285714285714"
"GBC Velobind Prepunched Cover Sets, Regency Series","33","7","-0.01396648044692737430","4.714285714285714"
"Space Solutions Commercial Steel Shelving","33","7","-0.03807947019867549669","4.714285714285714"
"Fellowes Strictly Business Drawer File, Letter/Legal Size","33","7","0.08679245283018867925","4.714285714285714"
"Deluxe Heavy-Duty Vinyl Round Ring Binder","33","7","0.17500000000000000000","4.714285714285714"
"Bush Advantage Collection Racetrack Conference Table","33","7","-0.20266666666666666667","4.714285714285714"
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand","33","7","-0.00833333333333333333","4.714285714285714"
"Eldon ""L"" Workstation Diamond Chairmat","19","4","-0.26666666666666666667","4.75"
"Sensible Storage WireTech Storage Systems","38","8","-0.03142857142857142857","4.75"
"Hewlett Packard LaserJet 3310 Copier","38","8","0.37070063694267515924","4.75"
"Bush Advantage Collection Round Conference Table","19","4","0.06187500000000000000","4.75"
"24 Capacity Maxi Data Binder Racks, Pearl","19","4","0.15178571428571428571","4.75"
"Eldon Pizzaz Desk Accessories","19","4","0.36666666666666666667","4.75"
"Tenex Chairmat w/ Average Lip, 45"" x 53""","19","4","-0.25735294117647058824","4.75"
"Balt Solid Wood Round Tables","19","4","-0.18424657534246575342","4.75"
"Barrel Sharpener","19","4","0.26000000000000000000","4.75"
"Economy Binders","19","4","0.32708333333333333333","4.75"
"Xerox 232","19","4","0.46881720430107526882","4.75"
"Blackstonian Pencils","19","4","0.25652173913043478261","4.75"
"HP Office Recycled Paper (20Lb. and 87 Bright)","19","4","0.47336956521739130435","4.75"
"Dixon My First Ticonderoga Pencil, #2","19","4","0.17743902439024390244","4.75"
"Xerox 211","19","4","0.39012345679012345679","4.75"
"HTC One Mini","19","4","0.15555555555555555556","4.75"
"Bush Cubix Conference Tables, Fully Assembled","19","4","0.08653846153846153846","4.75"
"Canon PC1060 Personal Laser Copier","19","4","0.39337349397590361446","4.75"
"6"" Cubicle Wall Clock, Black","19","4","0.21038961038961038961","4.75"
"Polycom SoundPoint Pro SE-225 Corded phone","19","4","0.14500000000000000000","4.75"
"Jet-Pak Recycled Peel 'N' Seal Padded Mailers","19","4","0.32142857142857142857","4.75"
"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""","19","4","0.40625000000000000000","4.75"
"Dual Level, Single-Width Filing Carts","43","9","0.24952830188679245283","4.777777777777778"
"GBC Premium Transparent Covers with Diagonal Lined Pattern","67","14","0.06344086021505376344","4.785714285714286"
"Eldon Fold 'N Roll Cart System","24","5","0.21111111111111111111","4.8"
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","24","5","0.22038216560509554140","4.8"
"Pressboard Hanging Data Binders for Unburst Sheets","48","10","-0.08995633187772925764","4.8"
"Xerox 1933","24","5","0.47000000000000000000","4.8"
"SAFCO Commercial Wire Shelving, 72h","24","5","-0.01694915254237288136","4.8"
"Newell 332","24","5","0.23157894736842105263","4.8"
"Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)","24","5","0.43333333333333333333","4.8"
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","24","5","-0.04288939051918735892","4.8"
"Adams ""While You Were Out"" Message Pads","24","5","0.43103448275862068966","4.8"
"Wilson Jones Century Plastic Molded Ring Binders","48","10","0.09466192170818505338","4.8"
"Bevis Round Bullnose 29"" High Table Top","24","5","-0.04228571428571428571","4.8"
"Xerox 1930","24","5","0.42803738317757009346","4.8"
"First Data FD10 PIN Pad","24","5","0.00917431192660550459","4.8"
"Newell 31","24","5","0.24869565217391304348","4.8"
"Maxell 74 Minute CD-R Spindle, 50/Pack","24","5","0.36000000000000000000","4.8"
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle","24","5","-0.08387096774193548387","4.8"
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4","24","5","0.24210526315789473684","4.8"
"Advantus Push Pins, Aluminum Head","24","5","0.31000000000000000000","4.8"
"Model L Table or Wall-Mount Pencil Sharpener","24","5","0.22857142857142857143","4.8"
"Sanford Liquid Accent Highlighters","24","5","0.32500000000000000000","4.8"
"Enermax Briskie RF Wireless Keyboard and Mouse Combo","24","5","0.32035398230088495575","4.8"
"Xerox 226","53","11","0.46589147286821705426","4.818181818181818"
"Enermax Acrylux Wireless Keyboard","29","6","0.25731707317073170732","4.833333333333333"
"Nortel Networks T7316 E Nt8 B27","29","6","0.21195652173913043478","4.833333333333333"
"Astroparche Fine Business Paper","29","6","0.44963503649635036496","4.833333333333333"
"Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset","29","6","0.38015267175572519084","4.833333333333333"
"Revere Boxed Rubber Bands by Revere","29","6","-0.11889763779527559055","4.833333333333333"
"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White","29","6","0.35819672131147540984","4.833333333333333"
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack","29","6","0.36821428571428571429","4.833333333333333"
"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","34","7","0.43680981595092024540","4.857142857142857"
"Avery Durable Plastic 1"" Binders","34","7","0.32265625000000000000","4.857142857142857"
"File Shuttle II and Handi-File, Black","34","7","0.23192771084337349398","4.857142857142857"
"Ultra Door Push Plate","34","7","0.25065789473684210526","4.857142857142857"
"Storex DuraTech Recycled Plastic Frosted Binders","39","8","0.12162162162162162162","4.875"
"HON 5400 Series Task Chairs for Big and Tall","39","8","0.000000000000000000000000","4.875"
"Global Push Button Manager's Chair, Indigo","44","9","0.12980501392757660167","4.888888888888889"
"Wilson Jones Legal Size Ring Binders","44","9","0.09090909090909090909","4.888888888888889"
"Logitech Wireless Touch Keyboard K400","15","3","0.14726027397260273973","5"
"Polycom VVX 310 VoIP phone","40","8","0.14450867052023121387","5"
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack","15","3","0.01923076923076923077","5"
"Avery 48","15","3","0.43750000000000000000","5"
"GBC VeloBinder Strips","20","4","-0.44927536231884057971","5"
"Avery White Multi-Purpose Labels","20","4","0.43750000000000000000","5"
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain","30","6","0.22826086956521739130","5"
"LG G2","5","1","-0.25000000000000000000","5"
"Xerox 1917","25","5","0.47000000000000000000","5"
"Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)","25","5","0.45833333333333333333","5"
"Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black","35","7","0.20754716981132075472","5"
"Eldon File Chest Portable File","5","1","0.07500000000000000000","5"
"Fellowes Officeware Wire Shelving","55","11","-0.07370517928286852590","5"
"Xerox 1952","20","4","0.45918367346938775510","5"
"Boston Model 1800 Electric Pencil Sharpener, Gray","15","3","0.27083333333333333333","5"
"Advantus SlideClip Paper Clips","15","3","0.42647058823529411765","5"
"Master Big Foot Doorstop, Beige","30","6","0.28125000000000000000","5"
"Xerox Blank Computer Paper","5","1","0.47000000000000000000","5"
"OIC Stacking Trays","30","6","0.32258064516129032258","5"
"Southworth 100% Résumé Paper, 24lb.","35","7","0.43047337278106508876","5"
"Xerox 229","15","3","0.40909090909090909091","5"
"Xerox 1948","15","3","0.45000000000000000000","5"
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer","25","5","-0.25806451612903225806","5"
"Avery 507","10","2","0.35714285714285714286","5"
"Avery 477","20","4","0.42553191489361702128","5"
"Boston Heavy-Duty Trimline Electric Pencil Sharpeners","25","5","0.26652892561983471074","5"
"Xerox 1955","10","2","0.32500000000000000000","5"
"Logitech K350 2.4Ghz Wireless Keyboard","25","5","0.04094827586206896552","5"
"Wirebound Message Book, 4 per Page","35","7","0.47500000000000000000","5"
"Crayola Anti Dust Chalk, 12/Pack","35","7","0.41310975609756097561","5"
"EcoTones Memo Sheets","15","3","0.40909090909090909091","5"
"Southworth Structures Collection","10","2","0.50000000000000000000","5"
"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts","5","1","0.10000000000000000000","5"
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2","35","7","0.42405063291139240506","5"
"Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays","30","6","0.29000000000000000000","5"
"Hewlett-Packard 300S Scientific Calculator","10","2","0.46000000000000000000","5"
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""","15","3","0.42957746478873239437","5"
"PayAnywhere Card Reader","25","5","0.08750000000000000000","5"
"Super Bands, 12/Pack","20","4","-0.07777777777777777778","5"
"Eldon 200 Class Desk Accessories, Burgundy","25","5","0.32870370370370370370","5"
"Iris Project Case","30","6","0.21276595744680851064","5"
"Recycled Steel Personal File for Standard File Folders","20","4","0.23711340206185567010","5"
"Letter Size File","10","2","0.17441860465116279070","5"
"Hewlett-Packard Desktjet 6988DT Refurbished Printer","5","1","0.49000000000000000000","5"
"Plantronics Single Ear Headset","5","1","-0.73333333333333333333","5"
"Acco Glide Clips","5","1","0.49000000000000000000","5"
"Xerox 1951","30","6","0.32377049180327868852","5"
"GBC DocuBind P50 Personal Binding Machine","50","10","0.25141242937853107345","5"
"Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop","10","2","-0.87179487179487179487","5"
"Plantronics Voyager Pro HD - Bluetooth Headset","25","5","0.30851063829787234043","5"
"Cardinal EasyOpen D-Ring Binders","40","8","0.12663755458515283843","5"
"Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room","40","8","0.28723404255319148936","5"
"Canon PC940 Copier","15","3","0.36904761904761904762","5"
"Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection","5","1","0.11250000000000000000","5"
"Translucent Push Pins by OIC","15","3","0.23790322580645161290","5"
"Self-Adhesive Removable Labels","35","7","0.48000000000000000000","5"
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem","25","5","0.33884297520661157025","5"
"Logitech Wireless Headset H600 Over-The-Head Design","10","2","0.34444444444444444444","5"
"Bevis 36 x 72 Conference Tables","40","8","0.10344827586206896552","5"
"KeyTronic KT400U2 - Keyboard - Black","15","3","0.16666666666666666667","5"
"Southworth 25% Cotton Linen-Finish Paper & Envelopes","20","4","0.40217391304347826087","5"
"3M Office Air Cleaner","10","2","0.35000000000000000000","5"
"Poly Designer Cover & Back","35","7","0.23529411764705882353","5"
"Boston 1799 Powerhouse Electric Pencil Sharpener","15","3","0.28000000000000000000","5"
"KeyTronic 6101 Series - Keyboard - Black","10","2","0.35227272727272727273","5"
"Hon Rectangular Conference Tables","20","4","-0.08496732026143790850","5"
"Ultra Door Kickplate, 8""H x 34""W","10","2","0.17500000000000000000","5"
"Xerox 1947","25","5","0.39692982456140350877","5"
"BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","15","3","-0.67307692307692307692","5"
"Belkin F9M820V08 8 Outlet Surge","15","3","0.18076923076923076923","5"
"Cisco Desktop Collaboration Experience DX650 IP Video Phone","5","1","0.33750000000000000000","5"
"Avaya IP Phone 1140E VoIP phone","5","1","0.26000000000000000000","5"
"Southworth 100% Cotton The Best Paper","15","3","0.43181818181818181818","5"
"Maxell iVDR EX 500GB Cartridge","10","2","0.43000000000000000000","5"
"Fashion Color Clasp Envelopes","15","3","0.46875000000000000000","5"
"Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System","25","5","0.37500000000000000000","5"
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack","30","6","0.36363636363636363636","5"
"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","25","5","0.06565656565656565657","5"
"Premier Elliptical Ring Binder, Black","46","9","-0.38265895953757225434","5.111111111111111"
